@relation 'test_set-weka.filters.unsupervised.attribute.Remove-R2,4-6'

@attribute class {DRG039,DRG057,DRG064,DRG065,DRG069,DRG066,DRG074,DRG101,DRG149,DRG176,DRG177,DRG178,DRG189,DRG190,DRG193,DRG191,DRG192,DRG194,DRG195,DRG202,DRG203,DRG207,DRG208,DRG238,DRG243,DRG291,DRG244,DRG246,DRG247,DRG249,DRG251,DRG252,DRG253,DRG254,DRG280,DRG281,DRG282,DRG286,DRG287,DRG292,DRG293,DRG300,DRG301,DRG303,DRG305,DRG308,DRG309,DRG310,DRG312,DRG313,DRG314,DRG315,DRG329,DRG330,DRG372,DRG377,DRG378,DRG379,DRG389,DRG390,DRG391,DRG392,DRG394,DRG418,DRG419,DRG439,DRG460,DRG469,DRG470,DRG473,DRG480,DRG481,DRG482,DRG491,DRG536,DRG552,DRG563,DRG602,DRG603,DRG638,DRG640,DRG641,DRG682,DRG683,DRG684,DRG689,DRG690,DRG698,DRG699,DRG811,DRG812,DRG853,DRG870,DRG871,DRG885,DRG872,DRG897,DRG917,DRG948,DRG918}
@attribute providerRegionDescription {RIDALDothan,RIDALBirmingham,RIDALMobile,RIDALHuntsville,RIDALTuscaloosa,RIDAKAnchorage,RIDAZPhoenix,RIDAZTucson,RIDAZSunCity,RIDAZMesa,RIDNVLasVegas,RIDARSpringdale,RIDARLittleRock,RIDARJonesboro,RIDMOSpringfield,RIDARFortSmith,RIDCARedding,RIDCASanMateoCounty,RIDCANapa,RIDCASacramento,RIDCASanDiego,RIDCABakersfield,RIDCAChico,RIDCALosAngeles,RIDCAOrangeCounty,RIDCAVentura,RIDCAStockton,RIDCAFresno,RIDCASantaBarbara,RIDCASantaRosa,RIDCAModesto,RIDCAContraCostaCounty,RIDCASanLuisObispo,RIDCAPalmSprings/RanchoM,RIDCASanBernardino,RIDCAAlamedaCounty,RIDCASanFrancisco,RIDCASanJose,RIDCASalinas,RIDALMontgomery,RIDFLPensacola,RIDTNMemphis,RIDCOGreeley,RIDPAErie,RIDCASantaCruz,RIDCODenver,RIDCOFortCollins,RIDCOPueblo,RIDCOColoradoSprings,RIDCTNewHaven,RIDCTHartford,RIDARTexarkana,RIDGARome,RIDMSTupelo,RIDGAColumbus,RIDNHLebanon,RIDNYSyracuse,RIDNCAsheville,RIDOHAkron,RIDOKTulsa,RIDPAYork,RIDPAHarrisburg,RIDTXHouston,RIDTXDallas,RIDTXWaco,RIDFLOrlando,RIDMIKalamazoo,RIDMSJackson,RIDMOSt.Louis,RIDMEPortland,RIDNHManchester,RIDNJCamden,RIDNYBuffalo,RIDNJHackensack,RIDNCGreenville,RIDNDBismarck,RIDNDMinot,RIDOHToledo,RIDOHElyria,RIDTNJackson,RIDVAArlington,RIDVANorfolk,RIDVARoanoke,RIDWVCharleston,RIDWIMadison,RIDWIWausau,RIDWIGreenBay,RIDFLSarasota,RIDFLMiami,RIDNMAlbuquerque,RIDCOBoulder,RIDCTBridgeport,RIDCOGrandJunction,RIDMSMeridian,RIDFLTampa,RIDFLOrmondBeach,RIDFLFortLauderdale,RIDGAAtlanta,RIDGASavannah,RIDUTSaltLakeCity,RIDWASpokane,RIDMIDetroit,RIDFLFortMyers,RIDILSpringfield,RIDILBlueIsland,RIDILChicago,RIDDCWashington,RIDDEWilmington,RIDFLClearwater,RIDGAMacon,RIDHIHonolulu}
@attribute averageMedicarePayments numeric

@data
DRG066,RIDALTuscaloosa,3686.18
DRG066,RIDALBirmingham,3289.03
DRG066,RIDALDothan,3256.63
DRG066,RIDALHuntsville,3581.91
DRG066,RIDALDothan,3113.72
DRG066,RIDALBirmingham,3103.69
DRG066,RIDALBirmingham,3248
DRG066,RIDALHuntsville,3369.75
DRG066,RIDALMobile,3235.47
DRG066,RIDALMobile,2969.48
DRG066,RIDALTuscaloosa,3930.83
DRG066,RIDALMobile,2990.2
DRG066,RIDALBirmingham,3867.85
DRG066,RIDALBirmingham,3604.91
DRG066,RIDALBirmingham,3409.46
DRG066,RIDALMobile,3260.61
DRG066,RIDALBirmingham,4509.36
DRG066,RIDALMobile,3505.92
DRG066,RIDALHuntsville,3104.88
DRG066,RIDALBirmingham,3040
DRG066,RIDALMobile,2952
DRG066,RIDALMontgomery,3857.47
DRG066,RIDALBirmingham,3742.18
DRG066,RIDAKAnchorage,6010.25
DRG066,RIDAKAnchorage,7276.75
DRG066,RIDAKAnchorage,10277.61
DRG066,RIDAKAnchorage,9469.1
DRG066,RIDAZPhoenix,5160.41
DRG066,RIDAZTucson,4739.92
DRG066,RIDAZPhoenix,6009.13
DRG066,RIDAZTucson,4187.18
DRG066,RIDAZTucson,3891.51
DRG066,RIDAZPhoenix,4781.07
DRG066,RIDAZPhoenix,4403.23
DRG066,RIDAZPhoenix,4469.54
DRG066,RIDAZPhoenix,7196.8
DRG066,RIDAZPhoenix,5692.17
DRG066,RIDAZPhoenix,4775.58
DRG066,RIDAZMesa,4080.88
DRG066,RIDAZPhoenix,3742.35
DRG066,RIDAZPhoenix,4662.72
DRG066,RIDAZSunCity,3776.25
DRG066,RIDAZTucson,7413.42
DRG066,RIDAZMesa,4144.96
DRG066,RIDAZPhoenix,4077.46
DRG066,RIDAZTucson,3916.71
DRG066,RIDAZPhoenix,3572.41
DRG066,RIDAZMesa,3835.27
DRG066,RIDAZPhoenix,4494.62
DRG066,RIDAZSunCity,3867.74
DRG066,RIDAZPhoenix,4599.56
DRG066,RIDNVLasVegas,4372.64
DRG066,RIDAZPhoenix,4896.14
DRG066,RIDAZTucson,3493.18
DRG066,RIDAZPhoenix,4229.72
DRG066,RIDAZMesa,3905.5
DRG066,RIDAZMesa,4161.18
DRG066,RIDARSpringdale,3418.2
DRG066,RIDARLittleRock,3909.67
DRG066,RIDARSpringdale,3238.07
DRG066,RIDARLittleRock,3459.41
DRG066,RIDARLittleRock,5050.91
DRG066,RIDARSpringdale,3772.4
DRG066,RIDARJonesboro,4111.44
DRG066,RIDARSpringdale,3563.39
DRG066,RIDARLittleRock,3602.54
DRG066,RIDMOSpringfield,3208.63
DRG066,RIDARLittleRock,3352.13
DRG066,RIDARLittleRock,3484
DRG066,RIDARJonesboro,3871.88
DRG066,RIDARLittleRock,3510.2
DRG069,RIDCAModesto,4444.1
DRG066,RIDTNMemphis,4852.6
DRG066,RIDARJonesboro,3290.08
DRG066,RIDARLittleRock,3794.18
DRG066,RIDARFortSmith,3442.12
DRG066,RIDARFortSmith,3090.22
DRG066,RIDARLittleRock,3857.32
DRG066,RIDARLittleRock,3984.31
DRG066,RIDARLittleRock,3263.13
DRG066,RIDTNMemphis,4242.07
DRG066,RIDARLittleRock,3757.77
DRG066,RIDARLittleRock,3685.32
DRG066,RIDARJonesboro,3433.88
DRG069,RIDCALosAngeles,4717.07
DRG069,RIDCARedding,4682.33
DRG069,RIDCOGreeley,3891.25
DRG069,RIDPAErie,3109.04
DRG069,RIDALBirmingham,2853.78
DRG069,RIDALDothan,3103.4
DRG069,RIDALBirmingham,3218.18
DRG069,RIDALBirmingham,3120.15
DRG069,RIDALHuntsville,2788.85
DRG069,RIDALBirmingham,2908.82
DRG069,RIDALBirmingham,2850.93
DRG069,RIDALBirmingham,3169.67
DRG069,RIDALBirmingham,3328.5
DRG069,RIDALMontgomery,3656.42
DRG069,RIDALMontgomery,3036.56
DRG069,RIDALBirmingham,2970.22
DRG069,RIDALBirmingham,4189.8
DRG069,RIDALMontgomery,3465.66
DRG069,RIDALBirmingham,2879.1
DRG069,RIDFLPensacola,3240.33
DRG069,RIDALBirmingham,2922.04
DRG069,RIDALHuntsville,3350.5
DRG069,RIDALBirmingham,2936.96
DRG069,RIDALHuntsville,3338
DRG069,RIDALMobile,3014.75
DRG069,RIDALHuntsville,2923
DRG069,RIDALBirmingham,3010.87
DRG069,RIDALMobile,2815.09
DRG069,RIDALTuscaloosa,3400.3
DRG069,RIDALMontgomery,3628
DRG069,RIDFLPensacola,3098.66
DRG069,RIDALMobile,2621.15
DRG069,RIDALBirmingham,3121.45
DRG069,RIDALBirmingham,3077.69
DRG069,RIDALMobile,3046.51
DRG069,RIDALBirmingham,3237.26
DRG069,RIDALBirmingham,3726.03
DRG069,RIDALHuntsville,2720.66
DRG069,RIDALBirmingham,3196.74
DRG069,RIDALMobile,2428.38
DRG069,RIDALMontgomery,2892
DRG069,RIDALMontgomery,3384.91
DRG069,RIDALBirmingham,3255.76
DRG069,RIDAKAnchorage,5384.05
DRG069,RIDAKAnchorage,8425.66
DRG069,RIDAZPhoenix,4551.19
DRG069,RIDAZTucson,3654.22
DRG069,RIDAZTucson,3776.62
DRG069,RIDAZTucson,3372.46
DRG069,RIDAZPhoenix,4148.08
DRG069,RIDAZPhoenix,3919.03
DRG069,RIDAZPhoenix,3828.39
DRG069,RIDAZPhoenix,5501.94
DRG069,RIDAZPhoenix,3455.83
DRG069,RIDAZTucson,4822.5
DRG069,RIDAZSunCity,3355.5
DRG069,RIDAZTucson,6526.53
DRG069,RIDAZMesa,3688.11
DRG069,RIDAZPhoenix,3709.32
DRG069,RIDAZTucson,3365.05
DRG069,RIDAZMesa,3327.46
DRG069,RIDAZPhoenix,3873.36
DRG069,RIDAZPhoenix,3612.1
DRG069,RIDAZSunCity,3328.07
DRG069,RIDAZPhoenix,3894.81
DRG069,RIDNVLasVegas,3838.55
DRG069,RIDAZPhoenix,4418.36
DRG069,RIDAZPhoenix,4185.35
DRG069,RIDAZPhoenix,3534
DRG069,RIDNVLasVegas,3293.14
DRG069,RIDAZMesa,3529.65
DRG069,RIDAZMesa,3846.84
DRG069,RIDAZMesa,3580.07
DRG069,RIDARSpringdale,3030.5
DRG069,RIDARLittleRock,3326.97
DRG069,RIDARSpringdale,2943.95
DRG069,RIDARLittleRock,3489.52
DRG069,RIDARLittleRock,3183.27
DRG069,RIDARJonesboro,3670.61
DRG069,RIDARSpringdale,2943.69
DRG069,RIDARLittleRock,3101.47
DRG069,RIDMOSpringfield,2890.35
DRG069,RIDARLittleRock,3221.36
DRG074,RIDALBirmingham,3845.46
DRG074,RIDALBirmingham,3858.15
DRG074,RIDALMobile,3052.66
DRG074,RIDALTuscaloosa,4508.23
DRG074,RIDALMobile,3048.4
DRG074,RIDALBirmingham,3347.5
DRG074,RIDAZPhoenix,5874.96
DRG074,RIDAZTucson,5098.81
DRG074,RIDAZTucson,4582.63
DRG074,RIDAZTucson,4005.77
DRG074,RIDAZPhoenix,5404.63
DRG074,RIDAZPhoenix,4995.18
DRG074,RIDAZPhoenix,4671.85
DRG074,RIDAZPhoenix,6407.86
DRG074,RIDAZPhoenix,5228.21
DRG074,RIDAZSunCity,4121.4
DRG074,RIDAZMesa,5087.87
DRG074,RIDAZMesa,4259.82
DRG074,RIDAZPhoenix,4488.9
DRG074,RIDAZSunCity,4227.85
DRG074,RIDAZPhoenix,5976.83
DRG074,RIDAZPhoenix,5001.52
DRG074,RIDAZPhoenix,5295.92
DRG074,RIDAZMesa,4990
DRG074,RIDARLittleRock,4529.2
DRG074,RIDARLittleRock,5545.05
DRG074,RIDARJonesboro,4411.36
DRG074,RIDARLittleRock,4002.3
DRG074,RIDARFortSmith,4248.5
DRG074,RIDARLittleRock,3637.31
DRG074,RIDARLittleRock,2456.83
DRG074,RIDCAAlamedaCounty,9218.83
DRG074,RIDCASanDiego,6627.72
DRG074,RIDCASanDiego,9585.57
DRG074,RIDCASanDiego,5087.9
DRG074,RIDCAChico,5654.41
DRG074,RIDCABakersfield,5678.33
DRG074,RIDCAAlamedaCounty,8153.94
DRG074,RIDCASanFrancisco,9494.72
DRG074,RIDCALosAngeles,6378.11
DRG074,RIDCAFresno,7996.27
DRG074,RIDCALosAngeles,8990.66
DRG074,RIDCASanDiego,7101.81
DRG074,RIDCASanFrancisco,7639.53
DRG074,RIDCAVentura,4732.37
DRG074,RIDCAStockton,6914.4
DRG074,RIDCAFresno,5791.92
DRG074,RIDCASanBernardino,5220.58
DRG074,RIDCASanDiego,6269.18
DRG074,RIDCASanFrancisco,7821
DRG074,RIDCALosAngeles,8776.86
DRG074,RIDCASacramento,6731.92
DRG074,RIDCALosAngeles,6976.33
DRG074,RIDCASanDiego,5661.26
DRG074,RIDCALosAngeles,6220.81
DRG074,RIDCAStockton,4801.25
DRG074,RIDCASanJose,9077.54
DRG074,RIDCASanDiego,5015.25
DRG074,RIDCASacramento,5953.77
DRG074,RIDCAAlamedaCounty,7903.48
DRG074,RIDCASanDiego,5929.56
DRG074,RIDCASanFrancisco,12549.27
DRG074,RIDCALosAngeles,5896.73
DRG074,RIDCALosAngeles,5860.09
DRG074,RIDCALosAngeles,7321
DRG074,RIDCASantaCruz,7050
DRG074,RIDCAAlamedaCounty,6288.14
DRG074,RIDCASanMateoCounty,7588.33
DRG074,RIDCAAlamedaCounty,8633.76
DRG074,RIDCASalinas,7273.18
DRG074,RIDCALosAngeles,5145.8
DRG074,RIDCASanJose,6457.42
DRG074,RIDCALosAngeles,6533.61
DRG074,RIDCALosAngeles,6444.85
DRG074,RIDCASantaBarbara,5611.53
DRG074,RIDCALosAngeles,5448.41
DRG074,RIDCASanMateoCounty,11782.07
DRG074,RIDCAModesto,6813.53
DRG074,RIDCASanFrancisco,13310.28
DRG074,RIDCABakersfield,5451
DRG074,RIDCALosAngeles,6869.31
DRG074,RIDCALosAngeles,6519.04
DRG074,RIDCAAlamedaCounty,7220.83
DRG074,RIDCAContraCostaCounty,6591.46
DRG074,RIDCASacramento,7097.57
DRG074,RIDCAContraCostaCounty,7175
DRG074,RIDCAVentura,5503.63
DRG074,RIDCAModesto,5673.71
DRG074,RIDCAPalmSprings/RanchoM,4557.09
DRG101,RIDFLPensacola,3357.63
DRG101,RIDALBirmingham,2852.17
DRG101,RIDALHuntsville,3366.69
DRG101,RIDALBirmingham,3012
DRG101,RIDALBirmingham,3183.23
DRG101,RIDALDothan,3100.93
DRG101,RIDALBirmingham,3020.54
DRG101,RIDALBirmingham,3239.3
DRG101,RIDALMobile,3197.66
DRG101,RIDALMobile,5298.53
DRG101,RIDALBirmingham,3646.42
DRG101,RIDALMobile,2981.85
DRG101,RIDALTuscaloosa,3525.41
DRG101,RIDALBirmingham,4229.91
DRG101,RIDALBirmingham,3665.65
DRG101,RIDALBirmingham,3553.75
DRG101,RIDALMobile,3219.06
DRG101,RIDALBirmingham,3183
DRG101,RIDALBirmingham,4536.71
DRG101,RIDALHuntsville,3145.9
DRG101,RIDALBirmingham,2660.89
DRG101,RIDALMobile,2633.81
DRG101,RIDAKAnchorage,5813.94
DRG101,RIDAKAnchorage,6070.18
DRG101,RIDAZPhoenix,5145.84
DRG101,RIDAZTucson,4221.88
DRG101,RIDAZPhoenix,5973.75
DRG101,RIDAZTucson,3783.29
DRG101,RIDAZTucson,3455.25
DRG101,RIDAZPhoenix,4383.66
DRG101,RIDAZPhoenix,4322.42
DRG101,RIDAZPhoenix,3980.3
DRG101,RIDAZPhoenix,4057.92
DRG101,RIDAZPhoenix,7469.83
DRG101,RIDAZPhoenix,5371.42
DRG101,RIDAZMesa,3661.81
DRG101,RIDAZPhoenix,3961.2
DRG101,RIDAZSunCity,3463.97
DRG101,RIDAZTucson,6586.36
DRG101,RIDAZMesa,3688.8
DRG101,RIDAZTucson,3309.3
DRG101,RIDAZMesa,3624.41
DRG101,RIDAZPhoenix,3846.21
DRG101,RIDAZSunCity,3486.6
DRG101,RIDAZPhoenix,4373.33
DRG101,RIDNVLasVegas,4245.35
DRG101,RIDAZPhoenix,5078.64
DRG101,RIDAZPhoenix,3704.26
DRG101,RIDAZPhoenix,3575.09
DRG101,RIDAZMesa,3862.78
DRG101,RIDAZMesa,4449.75
DRG101,RIDARSpringdale,3263.75
DRG101,RIDARLittleRock,3152.34
DRG101,RIDARLittleRock,3170.09
DRG101,RIDARLittleRock,4542.45
DRG101,RIDARJonesboro,3692.1
DRG101,RIDARSpringdale,3225.16
DRG101,RIDARLittleRock,3183.42
DRG101,RIDARLittleRock,2940.26
DRG101,RIDARLittleRock,3332.76
DRG101,RIDTNMemphis,4882.07
DRG101,RIDARFortSmith,3442.57
DRG101,RIDARLittleRock,4114.5
DRG101,RIDARLittleRock,3295.53
DRG101,RIDARLittleRock,3405.57
DRG101,RIDARJonesboro,3507.27
DRG101,RIDCASanMateoCounty,4809.25
DRG101,RIDCANapa,5553.64
DRG101,RIDCASacramento,5363.08
DRG101,RIDCASacramento,5049.15
DRG101,RIDCASanBernardino,5739.56
DRG101,RIDCASanDiego,6325.9
DRG101,RIDCASanDiego,7657.57
DRG101,RIDCASanDiego,4778.72
DRG101,RIDCAChico,5031.5
DRG101,RIDCABakersfield,4970.2
DRG101,RIDCASanJose,9841.07
DRG101,RIDCAChico,4450.5
DRG101,RIDCALosAngeles,9136.61
DRG101,RIDCAAlamedaCounty,7115.71
DRG101,RIDCASanFrancisco,8018.37
DRG101,RIDCALosAngeles,5434
DRG101,RIDCABakersfield,5070.42
DRG101,RIDCAFresno,6522.01
DRG101,RIDCASanDiego,5846.08
DRG101,RIDCASanFrancisco,6314.36
DRG101,RIDCAVentura,4724.2
DRG101,RIDCAStockton,5577.88
DRG101,RIDCAFresno,4779.3
DRG149,RIDAZTucson,3272.73
DRG149,RIDAZTucson,3137.16
DRG149,RIDAZTucson,2802.29
DRG149,RIDAZPhoenix,3436
DRG149,RIDAZPhoenix,3115
DRG149,RIDAZPhoenix,3370.41
DRG149,RIDAZMesa,2978.18
DRG149,RIDAZSunCity,2623.47
DRG149,RIDAZTucson,4940.07
DRG149,RIDAZMesa,3309.31
DRG149,RIDAZPhoenix,3101.46
DRG149,RIDAZTucson,2772.27
DRG149,RIDAZMesa,2831.16
DRG149,RIDAZPhoenix,3219.17
DRG149,RIDAZSunCity,2848.34
DRG149,RIDAZPhoenix,3406.65
DRG149,RIDAZPhoenix,3206.37
DRG149,RIDAZMesa,3305.36
DRG149,RIDAZMesa,3050
DRG149,RIDARLittleRock,2439.13
DRG149,RIDCAAlamedaCounty,5986.76
DRG149,RIDCASanBernardino,4392.16
DRG149,RIDCASanDiego,3612.36
DRG149,RIDCAChico,3882.91
DRG149,RIDCAChico,3261.13
DRG149,RIDCAAlamedaCounty,5673.16
DRG149,RIDCALosAngeles,4430.64
DRG149,RIDCAFresno,4996.71
DRG149,RIDCASanDiego,4431.72
DRG149,RIDCAFresno,3667.13
DRG149,RIDCASanDiego,4155.76
DRG149,RIDCASacramento,4652.38
DRG149,RIDCALosAngeles,3632.41
DRG149,RIDCASanDiego,3498.66
DRG149,RIDCALosAngeles,4527.3
DRG149,RIDCASacramento,3909.63
DRG149,RIDCASalinas,4002.35
DRG149,RIDCAOrangeCounty,3205.09
DRG149,RIDCAContraCostaCounty,3990.52
DRG149,RIDCAAlamedaCounty,5227.38
DRG149,RIDCALosAngeles,3850.76
DRG149,RIDCASanDiego,4258.21
DRG149,RIDCALosAngeles,3483.26
DRG149,RIDCALosAngeles,3730.77
DRG149,RIDCALosAngeles,5173.29
DRG149,RIDCASantaCruz,4773.83
DRG149,RIDCASanBernardino,3683.72
DRG149,RIDCAAlamedaCounty,5871.15
DRG149,RIDCALosAngeles,3252.5
DRG149,RIDCALosAngeles,3734.2
DRG149,RIDCALosAngeles,5002.8
DRG149,RIDCALosAngeles,3888
DRG149,RIDCAOrangeCounty,3486.91
DRG149,RIDCALosAngeles,3797.52
DRG149,RIDCALosAngeles,5123.2
DRG149,RIDCALosAngeles,4229.48
DRG149,RIDCAAlamedaCounty,4879.2
DRG149,RIDCAContraCostaCounty,4190.09
DRG149,RIDCAVentura,3447.81
DRG149,RIDCAOrangeCounty,3003.21
DRG149,RIDCAOrangeCounty,4896.66
DRG149,RIDCAPalmSprings/RanchoM,3031.66
DRG149,RIDCAOrangeCounty,4472.87
DRG149,RIDCALosAngeles,3810.9
DRG149,RIDCASanBernardino,4020.27
DRG149,RIDCAOrangeCounty,2952
DRG149,RIDCALosAngeles,5131.32
DRG149,RIDCASanLuisObispo,3318.92
DRG149,RIDCALosAngeles,5801.66
DRG149,RIDCAOrangeCounty,3601.63
DRG149,RIDCASanDiego,3569.53
DRG149,RIDCASanBernardino,3597.45
DRG149,RIDCALosAngeles,4504.7
DRG149,RIDCALosAngeles,3762.4
DRG149,RIDCALosAngeles,3806.27
DRG149,RIDCASanDiego,3746
DRG149,RIDCALosAngeles,3947.22
DRG149,RIDCARedding,3796.28
DRG149,RIDCOGreeley,3195.72
DRG149,RIDCODenver,2754.66
DRG149,RIDCOFortCollins,2685
DRG149,RIDCOPueblo,2850.84
DRG149,RIDCOPueblo,2551.5
DRG149,RIDCOColoradoSprings,2834.81
DRG149,RIDCOColoradoSprings,2593.08
DRG149,RIDCODenver,2642.25
DRG149,RIDCODenver,2822.57
DRG149,RIDCTNewHaven,3838.75
DRG149,RIDCTHartford,4269.26
DRG176,RIDALDothan,4741.97
DRG176,RIDALBirmingham,4328
DRG176,RIDALHuntsville,5223.5
DRG176,RIDALBirmingham,4930.66
DRG176,RIDALHuntsville,5642.83
DRG176,RIDALMobile,4128
DRG176,RIDALBirmingham,4470.15
DRG176,RIDALMobile,4857
DRG176,RIDALTuscaloosa,5418.76
DRG176,RIDALMobile,4248.66
DRG176,RIDALBirmingham,5600.1
DRG176,RIDALBirmingham,5022.33
DRG176,RIDALMontgomery,4693.9
DRG176,RIDALMobile,5059.9
DRG176,RIDALBirmingham,6605.18
DRG176,RIDALHuntsville,4233.88
DRG176,RIDALBirmingham,4397.72
DRG176,RIDALMobile,4238.8
DRG176,RIDALMontgomery,5200.85
DRG176,RIDALBirmingham,4535.86
DRG176,RIDAKAnchorage,7460.65
DRG176,RIDAZTucson,6155.73
DRG176,RIDAZPhoenix,8379.73
DRG176,RIDAZTucson,5393.28
DRG176,RIDAZTucson,5471.13
DRG176,RIDAZPhoenix,6239.08
DRG176,RIDAZPhoenix,6284.94
DRG176,RIDAZPhoenix,6170.9
DRG176,RIDAZPhoenix,6359.13
DRG176,RIDAZPhoenix,9650.57
DRG176,RIDAZMesa,5259.65
DRG176,RIDAZPhoenix,5939.82
DRG176,RIDAZTucson,6958.6
DRG176,RIDAZPhoenix,6776.21
DRG176,RIDAZSunCity,5654.85
DRG176,RIDAZPhoenix,8055.4
DRG176,RIDAZTucson,8827.08
DRG176,RIDAZMesa,6471.11
DRG176,RIDAZTucson,10066.36
DRG176,RIDAZPhoenix,6061.85
DRG176,RIDAZTucson,5037.7
DRG176,RIDAZPhoenix,4834.17
DRG176,RIDAZMesa,5381.47
DRG176,RIDAZPhoenix,5773.46
DRG176,RIDAZPhoenix,5425.66
DRG176,RIDAZSunCity,5405.94
DRG176,RIDAZPhoenix,7016.97
DRG176,RIDAZMesa,5282.4
DRG176,RIDAZTucson,4977.13
DRG176,RIDAZPhoenix,5924
DRG176,RIDAZMesa,5498.89
DRG176,RIDAZPhoenix,4901.65
DRG176,RIDARSpringdale,5012.56
DRG176,RIDARLittleRock,5156.91
DRG176,RIDARSpringdale,4380.17
DRG176,RIDARLittleRock,7234.66
DRG176,RIDARSpringdale,4957.5
DRG176,RIDARJonesboro,5437.72
DRG176,RIDARSpringdale,4959.63
DRG176,RIDARLittleRock,5099.91
DRG176,RIDMOSpringfield,4380.82
DRG176,RIDARLittleRock,4588.55
DRG176,RIDARLittleRock,5049.38
DRG176,RIDARFortSmith,5080.12
DRG176,RIDARFortSmith,4510.04
DRG176,RIDARLittleRock,5180.84
DRG176,RIDARLittleRock,5224.25
DRG176,RIDARJonesboro,5699.23
DRG176,RIDARLittleRock,5605.92
DRG176,RIDCARedding,6706.85
DRG176,RIDCASanMateoCounty,7085.42
DRG176,RIDCANapa,7671.73
DRG176,RIDCASanDiego,10429.26
DRG176,RIDCASanDiego,6705.78
DRG176,RIDCAChico,6954.45
DRG176,RIDCAAlamedaCounty,10184.55
DRG176,RIDCASanFrancisco,10960.93
DRG176,RIDCALosAngeles,7747.68
DRG176,RIDCABakersfield,7135.3
DRG176,RIDCAFresno,9704.8
DRG176,RIDCAOrangeCounty,5988
DRG176,RIDCAStockton,8223.9
DRG176,RIDCASantaRosa,7318.18
DRG176,RIDCAFresno,7015.22
DRG176,RIDCASanBernardino,6190.45
DRG176,RIDCASanDiego,7409.05
DRG176,RIDCASacramento,8456.09
DRG176,RIDCALosAngeles,7609.07
DRG176,RIDCASanDiego,6170.18
DRG177,RIDALBirmingham,9954.98
DRG177,RIDALHuntsville,11647.69
DRG177,RIDALBirmingham,11504.09
DRG177,RIDALTuscaloosa,11608.75
DRG177,RIDALBirmingham,10397.41
DRG177,RIDALHuntsville,8679.66
DRG177,RIDALDothan,9871.42
DRG177,RIDALBirmingham,10665.25
DRG177,RIDALBirmingham,11314
DRG177,RIDALDothan,10908.93
DRG177,RIDALBirmingham,10397.59
DRG177,RIDALBirmingham,10344.8
DRG177,RIDALHuntsville,9993.71
DRG177,RIDALBirmingham,9929.5
DRG177,RIDALBirmingham,10735.08
DRG177,RIDALMobile,9880.8
DRG177,RIDALTuscaloosa,11887.95
DRG177,RIDALMobile,9056.5
DRG177,RIDALBirmingham,11433.7
DRG177,RIDALBirmingham,10254.94
DRG177,RIDALMobile,10152.73
DRG177,RIDALBirmingham,10719.3
DRG177,RIDALBirmingham,12988.04
DRG177,RIDALMontgomery,11430.3
DRG177,RIDALHuntsville,9470.52
DRG177,RIDALBirmingham,8457.76
DRG177,RIDALMontgomery,8838.08
DRG177,RIDFLPensacola,9440.46
DRG177,RIDAKAnchorage,15935
DRG177,RIDAKAnchorage,14855.9
DRG177,RIDAZPhoenix,17561.22
DRG177,RIDAZTucson,13285.79
DRG177,RIDAZTucson,11911.85
DRG177,RIDAZTucson,11644.58
DRG177,RIDAZPhoenix,13136.86
DRG177,RIDAZPhoenix,13657.47
DRG177,RIDAZPhoenix,11321.75
DRG177,RIDAZPhoenix,14569.26
DRG177,RIDAZPhoenix,24242.58
DRG177,RIDAZPhoenix,17022.65
DRG177,RIDAZPhoenix,14772.8
DRG177,RIDAZMesa,11761.66
DRG177,RIDAZPhoenix,13203.56
DRG177,RIDAZPhoenix,13937.4
DRG177,RIDAZSunCity,10864.19
DRG177,RIDAZTucson,22644.78
DRG177,RIDAZMesa,13142.76
DRG177,RIDAZPhoenix,14135.12
DRG177,RIDAZTucson,11805.81
DRG177,RIDAZPhoenix,11391.02
DRG177,RIDAZMesa,10497.96
DRG177,RIDAZPhoenix,11823.41
DRG177,RIDAZPhoenix,11449.14
DRG177,RIDAZSunCity,11491.37
DRG177,RIDAZPhoenix,13794.45
DRG177,RIDNVLasVegas,13303.25
DRG177,RIDAZPhoenix,14062.58
DRG177,RIDAZTucson,10382.9
DRG177,RIDAZPhoenix,10615.58
DRG177,RIDAZMesa,11823.17
DRG177,RIDAZMesa,11256.92
DRG177,RIDARSpringdale,9879.88
DRG177,RIDARLittleRock,11325.43
DRG177,RIDARSpringdale,10364.5
DRG177,RIDARLittleRock,10373.79
DRG177,RIDARLittleRock,10455.4
DRG177,RIDARFortSmith,10037.83
DRG177,RIDARLittleRock,15197.03
DRG177,RIDARSpringdale,9949.86
DRG177,RIDARJonesboro,11466.51
DRG177,RIDARSpringdale,10357.96
DRG177,RIDARLittleRock,10705.54
DRG177,RIDMOSpringfield,9728.23
DRG177,RIDARLittleRock,10757.37
DRG177,RIDARLittleRock,9764
DRG177,RIDARJonesboro,9145.08
DRG177,RIDARFortSmith,10080.04
DRG177,RIDARFortSmith,10479.46
DRG177,RIDARLittleRock,11705.23
DRG177,RIDARLittleRock,11219.11
DRG177,RIDARTexarkana,10427.3
DRG177,RIDARLittleRock,10515.23
DRG177,RIDARJonesboro,11713.63
DRG177,RIDARLittleRock,11430.74
DRG177,RIDCAAlamedaCounty,24892.88
DRG177,RIDCARedding,13954.4
DRG177,RIDCASanMateoCounty,14132.52
DRG177,RIDCANapa,15258
